episode_id,player_0_team,player_1_team,player_0_score,player_1_score,winner,margin,total_steps
10dfbcd2-9a84-11f1-b260-0242ac130203,Thomas Tschinkel,カワシギ,63850.0,62164.0,Player 0,1686.0,720
f5fc5c2a-98a5-11f1-9100-0242ac130203,vijaikm,tipstar0125,58976.0,52510.0,Player 0,6466.0,720
efed18c4-449c-11ef-95c7-0242ac130204,p0,p1,-1.0,1.0,Player 1,2.0,720
2231b716-96cd-11f1-9a77-0242ac130203,vijaikm,Bang sion,44567.0,31815.0,Player 0,12752.0,720
be81725a-96d7-11f1-883e-0242ac130203,Amr Yasser,vijaikm,53615.0,76927.0,Player 1,23312.0,720
e04d1644-9896-11f1-ad23-0242ac130204,gytdrop,vijaikm,48121.0,112340.0,Player 1,64219.0,720
b45fd442-98f3-11f1-ae6e-0242ac130202,Efnutrrionpy,vijaikm,90882.0,99664.0,Player 1,8782.0,720
8938c560-4622-11ef-8f04-0242ac130202,p0,p1,-1.0,-1.0,Tie,0.0,720
fffe75c8-9b93-11f1-b9af-0242ac130203,vijaikm,yuanzhe zhou,69554.0,88906.0,Player 1,19352.0,720
ae55814e-98c8-11f1-a581-0242ac130204,Yanxi Jiang,vijaikm,101346.0,119713.0,Player 1,18367.0,720
15d9e534-96d6-11f1-a2ab-0242ac130203,csteeve,vijaikm,75844.0,86218.0,Player 1,10374.0,720
459b0774-96d3-11f1-af28-0242ac130203,vijaikm,John Doe,74735.0,80342.0,Player 1,5607.0,720
f3d9e5d4-96d4-11f1-b668-0242ac130202,Peter Parker,vijaikm,125554.0,127716.0,Player 1,2162.0,720
c01262e4-9931-11f1-b738-0242ac130204,vijaikm,Junliang Ye,62064.0,62790.0,Player 1,726.0,720
029b5816-9926-11f1-a0ca-0242ac130204,easonyanyan,vijaikm,64156.0,93733.0,Player 1,29577.0,720
90254720,Dennis Gioche,Knight of Favonius,0.0,0.0,Tie,0.0,720
9422cbbc-95c4-11f1-8b61-0242ac130203,Nikita Lugovoy,Shuiys,152356.0,127185.0,Player 0,25171.0,720
a7504668-9922-11f1-9eff-0242ac130203,HydFarms,vijaikm,132775.0,148501.0,Player 1,15726.0,720
82aa36da-98bd-11f1-98b5-0242ac130204,Malcolm Durosaye,vijaikm,70916.0,83113.0,Player 1,12197.0,720
639ee91a-98a0-11f1-bce3-0242ac130202,vijaikm,Tianfang Li,142664.0,114357.0,Player 0,28307.0,720
53f6275e-98fe-11f1-910f-0242ac130204,カワシギ,Thomas Tschinkel,75335.0,75667.0,Player 1,332.0,720
b1b02ad2-9a72-11f1-8d1d-0242ac130204,カワシギ,Thomas Tschinkel,60436.0,54648.0,Player 0,5788.0,720
68fabb92-9ba1-11f1-b768-0242ac130202,vijaikm,lvisdd,72928.0,79506.0,Player 1,6578.0,720
3bc6ee64-9a7c-11f1-9c2f-0242ac130202,カワシギ,Thomas Tschinkel,140158.0,136743.0,Player 0,3415.0,720
b8f0430a-992c-11f1-a604-0242ac130203,dejavucry,vijaikm,109485.0,92001.0,Player 0,17484.0,720
90261132,Dennis Gioche,Knight of Favonius,0.0,0.0,Tie,0.0,720
a083bc74-4899-11ef-b350-0242ac130202,p0,p1,-1.0,-1.0,Tie,0.0,720
f3418cfc-9a95-11f1-ac29-0242ac130203,カワシギ,Thomas Tschinkel,134912.0,132365.0,Player 0,2547.0,720
63219cb0-992e-11f1-888a-0242ac130204,NIklitaCheporev,vijaikm,107132.0,107518.0,Player 1,386.0,720
94697de6-9565-11f1-9703-0242ac130202,カワシギ,Yoruet,133550.0,122149.0,Player 0,11401.0,720
4d00d4e2-9932-11f1-a484-0242ac130203,cicen1139,vijaikm,88022.0,111215.0,Player 1,23193.0,720
2a86dafa-9622-11f1-9d62-0242ac130202,vijaikm,Cengizhan Tümer,87333.0,102507.0,Player 1,15174.0,720
2ff53598-96c4-11f1-8241-0242ac130203,vijaikm,Jiarui (Jerry) Cao,117701.0,110292.0,Player 0,7409.0,720
792d8f36-992a-11f1-9c4a-0242ac130204,vijaikm,rererenore,105849.0,106238.0,Player 1,389.0,720
b86f02da-94d2-11f1-bf9b-0242ac130204,vijaikm,rigsutra,53072.0,47264.0,Player 0,5808.0,720
a0c12a8c-949b-11f1-a248-0242ac130203,vijaikm,Babul Kumar,4423.0,22295.0,Player 1,17872.0,720
e8a2d4ee-9929-11f1-aee1-0242ac130203,Yaro Perventsev,vijaikm,104707.0,106315.0,Player 1,1608.0,720
ee36cc02-99bb-11f1-aeb5-0242ac130203,Thomas Tschinkel,カワシギ,58999.0,57575.0,Player 0,1424.0,720
aa516c76-9a2a-11f1-b72d-0242ac130203,Thomas Tschinkel,カワシギ,74577.0,71289.0,Player 0,3288.0,720
177ff468-98e9-11f1-9053-0242ac130202,vlavlalva,vijaikm,127836.0,127838.0,Player 1,2.0,720
d1df802a-96ce-11f1-bb26-0242ac130203,vijaikm,Asher Goldstein,118405.0,113671.0,Player 0,4734.0,720
c1abb142-96c4-11f1-b006-0242ac130204,Mikhail_Komkin,vijaikm,71798.0,89599.0,Player 1,17801.0,720
e981d9ba-9a90-11f1-aaab-0242ac130203,カワシギ,Thomas Tschinkel,77204.0,74990.0,Player 0,2214.0,720
bf77c4a0-95bc-11f1-9298-0242ac130204,Ergin Akın,vijaikm,71980.0,88339.0,Player 1,16359.0,720
deca4482-96d8-11f1-bd83-0242ac130204,Nico Feiler,vijaikm,66278.0,77779.0,Player 1,11501.0,720
6ae6a7bc-99a9-11f1-9e4f-0242ac130203,Prime Leo,vijaikm,124522.0,124522.0,Tie,0.0,720
33167918-96d7-11f1-94d1-0242ac130203,hicham bedrani,vijaikm,122394.0,125235.0,Player 1,2841.0,720
90274697,StopPlantingStartGameTheorying,Taehoon Hwang,0.0,0.0,Tie,0.0,720
baf6002e-98a3-11f1-aba7-0242ac130204,vijaikm,Manish modak,136443.0,142248.0,Player 1,5805.0,720
cc17be8a-9923-11f1-b4b7-0242ac130203,Auxileon,vijaikm,76390.0,103344.0,Player 1,26954.0,720
117d38ae-9a84-11f1-9bd9-0242ac130203,Thomas Tschinkel,カワシギ,90627.0,89887.0,Player 0,740.0,720
93dd4ed0-96cc-11f1-ba9d-0242ac130203,Aberrchan,vijaikm,80889.0,84512.0,Player 1,3623.0,720
2bd07cd2-94d2-11f1-b5e1-0242ac130203,Wizard_King,vijaikm,18116.0,16043.0,Player 0,2073.0,720
6cf494c4-98aa-11f1-b3fd-0242ac130204,Haraguchi-T,vijaikm,84265.0,104173.0,Player 1,19908.0,720
8660dec2-949f-11f1-8715-0242ac130204,vijaikm,Fivingone,3638.0,8719.0,Player 1,5081.0,720
00cafa80-99aa-11f1-be9f-0242ac130202,Artem Voronov,vijaikm,85579.0,83194.0,Player 0,2385.0,720
d2d7cc24-992d-11f1-b5a3-0242ac130202,vijaikm,Anaconda,89444.0,90530.0,Player 1,1086.0,720
5b9cb26c-98b7-11f1-a493-0242ac130202,NALLA SUMANG,vijaikm,70016.0,70611.0,Player 1,595.0,720
3d262994-9902-11f1-bfc6-0242ac130203,カワシギ,Thomas Tschinkel,71961.0,73382.0,Player 1,1421.0,720
56749e8e-99ad-11f1-853c-0242ac130202,Himanshu Kumar,vijaikm,110688.0,112080.0,Player 1,1392.0,720
e42bdb0c-9a52-11f1-9481-0242ac130203,Thomas Tschinkel,カワシギ,70156.0,67349.0,Player 0,2807.0,720
90947682,mikelou1,manual player,0.0,0.0,Tie,0.0,720
30f7f53e-9895-11f1-a05e-0242ac130203,Tara Singh Kharwad,vijaikm,29980.0,106128.0,Player 1,76148.0,720
3ab5eeea-98dc-11f1-bd26-0242ac130204,vijaikm,RicardoLópez,54339.0,62593.0,Player 1,8254.0,720
1fc559f8-98b5-11f1-9d2d-0242ac130203,vijaikm,Shuichi Fushimi,80836.0,73186.0,Player 0,7650.0,720
97ad1ade-992b-11f1-8296-0242ac130203,small fry in the underworld,vijaikm,100635.0,100254.0,Player 0,381.0,720
868322e4-96fb-11f1-8172-0242ac130204,vijaikm,harden james,104283.0,104283.0,Tie,0.0,720
15e3ba88-990f-11f1-b977-0242ac130203,Hanh Tran,vijaikm,70436.0,70438.0,Player 1,2.0,720
61aefd36-94cf-11f1-bd5e-0242ac130202,aarav221w,vijaikm,47479.0,53866.0,Player 1,6387.0,720
1797a42e-99ab-11f1-9d9c-0242ac130202,カワシギ,Thomas Tschinkel,119646.0,112951.0,Player 0,6695.0,720
5480fe2a-98b2-11f1-a970-0242ac130203,TS2333,vijaikm,85882.0,101741.0,Player 1,15859.0,720
ab783d2e-9899-11f1-911d-0242ac130204,今日洗澡明日香,vijaikm,55302.0,79114.0,Player 1,23812.0,720
91001774,Rayk Kretzschmar,X-xuhui,0.0,0.0,Tie,0.0,720
0915f2b4-96e7-11f1-a513-0242ac130202,vijaikm,vijaikm,57462.0,57558.0,Player 1,96.0,720
7c3483be-96f6-11f1-a592-0242ac130203,cocoaAI,vijaikm,62474.0,53772.0,Player 0,8702.0,720
b92558d4-9890-11f1-ade0-0242ac130202,Thomas Tschinkel,カワシギ,45023.0,42557.0,Player 0,2466.0,720
54ec266a-9924-11f1-ae3d-0242ac130204,sbol ball,vijaikm,84313.0,92190.0,Player 1,7877.0,720
7f277efe-949a-11f1-aa6d-0242ac130202,kodalien,vijaikm,2223.0,3503.0,Player 1,1280.0,720
3e5b824a-9a43-11f1-8e12-0242ac130204,Thomas Tschinkel,カワシギ,98524.0,98137.0,Player 0,387.0,720
a07baa5e-9930-11f1-9c24-0242ac130204,SirShifu,vijaikm,108003.0,108828.0,Player 1,825.0,720
b0641e18-96f3-11f1-ba6a-0242ac130202,Charismatic Pizza Party🍕,vijaikm,32215.0,47457.0,Player 1,15242.0,720
fccbdd8e-96ff-11f1-96e7-0242ac130203,vijaikm,SHAURYA SHARMA,147043.0,145023.0,Player 0,2020.0,720
782efeae-4d6d-11ef-a55c-0242ac130202,p0,p1,-1.0,-1.0,Tie,0.0,720
9ee51374-987c-11f1-86fc-0242ac130204,vijaikm,HechtJP,56254.0,56254.0,Tie,0.0,720
879fb722-96e8-11f1-8c3d-0242ac130203,yuken,vijaikm,41308.0,88373.0,Player 1,47065.0,720
e6c395ee-9b92-11f1-b5ec-0242ac130204,Calmracer,vijaikm,111212.0,103324.0,Player 0,7888.0,720
8f1ff818-98b4-11f1-9a5f-0242ac130203,Kunal Desale,vijaikm,64457.0,68922.0,Player 1,4465.0,720
f9e85e04-9933-11f1-b6f3-0242ac130204,vijaikm,hinemos,105844.0,103278.0,Player 0,2566.0,720
d0ba88fc-449b-11ef-9e75-0242ac130202,p0,p1,1.0,-1.0,Player 0,2.0,720
c59e0dce-98b1-11f1-89ee-0242ac130202,Arul Prasad S P,vijaikm,134086.0,134088.0,Player 1,2.0,720
a0e209bc-4a58-11ef-8161-0242ac130202,p0,p1,1.0,-1.0,Player 0,2.0,720
e45265f2-978b-11f1-bac0-0242ac130203,vijaikm,Akhilesh godugu,81291.0,83098.0,Player 1,1807.0,720
2f39d7a2-9931-11f1-8ecd-0242ac130204,Justin Mai 16,vijaikm,56143.0,56355.0,Player 1,212.0,720
ee1f5ba6-96cf-11f1-90e9-0242ac130202,Roshan Singh,vijaikm,88181.0,96314.0,Player 1,8133.0,720
6b6694a2-9933-11f1-bf1d-0242ac130202,test_money,vijaikm,106526.0,109196.0,Player 1,2670.0,720
4100a354-96ce-11f1-b44f-0242ac130203,vijaikm,Sere1n,99509.0,91350.0,Player 0,8159.0,720
cc3dbb92-9b96-11f1-8c85-0242ac130203,aashka,vijaikm,122441.0,113431.0,Player 0,9010.0,720
90864afc-98ed-11f1-9759-0242ac130203,vijaikm,Jiachen Li,82088.0,72007.0,Player 0,10081.0,720
8d953eb0-4c51-11ef-8056-0242ac130202,p0,p1,1.0,-1.0,Player 0,2.0,720
b5bcbaee-98f3-11f1-a293-0242ac130204,vijaikm,awarse,127382.0,128630.0,Player 1,1248.0,720
c02cd224-9895-11f1-8199-0242ac130203,vijaikm,lzeee,111220.0,43642.0,Player 0,67578.0,720
3cbecdaa-9928-11f1-a20c-0242ac130203,vijaikm,Zhao Liying,83916.0,83736.0,Player 0,180.0,720
bf6870bc-991e-11f1-9986-0242ac130202,vijaikm,Harith Al-Ani,104435.0,37126.0,Player 0,67309.0,720
86bbbc4e-9921-11f1-9871-0242ac130204,vijaikm,Keanan,82317.0,70428.0,Player 0,11889.0,720
28cb6f48-992c-11f1-8b9f-0242ac130204,vijaikm,Inna Campo,75428.0,75175.0,Player 0,253.0,720
29a91512-9b9a-11f1-a719-0242ac130202,vijaikm,JovanaLab,132839.0,136861.0,Player 1,4022.0,720
ee6d33b0-987a-11f1-9e9e-0242ac130203,Thomas Tschinkel,カワシギ,78690.0,78313.0,Player 0,377.0,720
5d8c3ad4-96f5-11f1-965f-0242ac130204,Kameron Green,vijaikm,75608.0,79696.0,Player 1,4088.0,720
3608313c-9936-11f1-8e67-0242ac130202,supr3mum,vijaikm,89688.0,89635.0,Player 0,53.0,720
d69ca1c4-96d3-11f1-a3f8-0242ac130203,Thu Nguyen,vijaikm,54480.0,62559.0,Player 1,8079.0,720
9ebe1b12-98e4-11f1-a264-0242ac130202,vijaikm,Isaac Grossman,135050.0,134824.0,Player 0,226.0,720
fb8cccce-98aa-11f1-84f6-0242ac130204,yankang_XZK,vijaikm,98109.0,116089.0,Player 1,17980.0,720
