episode_id,step,day,player,action_verb,target_or_item,quantity_or_coord
10dfbcd2-9a84-11f1-b260-0242ac130203,0,0,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,1,0,0,BUILD_PASTURE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,2,0,0,PICKUP,SHEEP,1
10dfbcd2-9a84-11f1-b260-0242ac130203,3,0,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,4,0,0,BUILD_PASTURE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,5,0,0,PLACE,SHEEP,1
10dfbcd2-9a84-11f1-b260-0242ac130203,6,0,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,7,0,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,8,0,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,9,0,0,PICKUP,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,10,0,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,11,0,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,12,0,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,13,0,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,14,0,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,15,0,0,PLANT,MELON,
10dfbcd2-9a84-11f1-b260-0242ac130203,16,0,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,17,0,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,18,0,0,PLANT,MELON,
10dfbcd2-9a84-11f1-b260-0242ac130203,19,0,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,20,0,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,21,0,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,22,0,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,23,0,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,24,1,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,25,1,0,PICKUP,WHEAT,3
10dfbcd2-9a84-11f1-b260-0242ac130203,26,1,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,27,1,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,28,1,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,29,1,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,30,1,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,31,1,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,32,1,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,33,1,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,34,1,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,35,1,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,36,1,0,COLLECT_FERTILIZER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,37,1,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,38,1,0,COLLECT_FERTILIZER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,39,1,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,40,1,0,COLLECT_FERTILIZER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,41,1,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,42,1,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,43,1,0,PLACE,FERTILIZER,3
10dfbcd2-9a84-11f1-b260-0242ac130203,44,1,0,PICKUP,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,45,1,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,46,1,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,47,1,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,48,2,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,49,2,0,PICKUP,WHEAT,4
10dfbcd2-9a84-11f1-b260-0242ac130203,50,2,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,51,2,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,52,2,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,53,2,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,54,2,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,55,2,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,56,2,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,57,2,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,58,2,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,59,2,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,60,2,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,61,2,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,62,2,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,63,2,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,64,2,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,65,2,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,66,2,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,67,2,0,BUILD_PASTURE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,68,2,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,69,2,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,70,2,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,71,2,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,72,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,73,3,0,PICKUP,WHEAT,4
10dfbcd2-9a84-11f1-b260-0242ac130203,74,3,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,75,3,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,76,3,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,77,3,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,78,3,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,79,3,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,80,3,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,81,3,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,82,3,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,83,3,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,84,3,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,85,3,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,86,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,87,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,88,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,89,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,90,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,91,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,92,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,93,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,94,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,95,3,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,96,4,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,97,4,0,COLLECT_FERTILIZER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,98,4,0,PICKUP,WHEAT,5
10dfbcd2-9a84-11f1-b260-0242ac130203,99,4,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,100,4,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,101,4,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,102,4,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,103,4,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,104,4,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,105,4,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,106,4,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,107,4,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,108,4,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,109,4,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,110,4,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,111,4,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,112,4,0,HARVEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,113,4,0,PLANT,WHEAT,
10dfbcd2-9a84-11f1-b260-0242ac130203,114,4,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,115,4,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,116,4,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,117,4,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,118,4,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,119,4,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,120,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,121,5,0,PICKUP,WHEAT,5
10dfbcd2-9a84-11f1-b260-0242ac130203,122,5,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,123,5,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,124,5,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,125,5,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,126,5,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,127,5,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,128,5,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,129,5,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,130,5,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,131,5,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,132,5,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,133,5,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,134,5,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,135,5,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,136,5,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,137,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,138,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,139,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,140,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,141,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,142,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,143,5,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,144,6,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,145,6,0,PICKUP,WHEAT,6
10dfbcd2-9a84-11f1-b260-0242ac130203,146,6,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,147,6,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,148,6,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,149,6,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,150,6,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,151,6,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,152,6,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,153,6,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,154,6,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,155,6,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,156,6,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,157,6,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,158,6,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,159,6,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,160,6,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,161,6,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,162,6,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,163,6,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,164,6,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,165,6,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,166,6,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,167,6,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,168,7,0,BUILD_PASTURE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,PICKUP,WHEAT,6
10dfbcd2-9a84-11f1-b260-0242ac130203,170,7,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,171,7,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,172,7,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,173,7,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,174,7,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,175,7,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,176,7,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,177,7,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,178,7,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,179,7,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,180,7,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,181,7,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,182,7,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,183,7,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,184,7,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,185,7,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,186,7,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,187,7,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,188,7,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,189,7,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,190,7,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,191,7,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,192,8,0,PASS,,
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,PICKUP,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,194,8,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,195,8,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,196,8,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,197,8,0,COLLECT_FERTILIZER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,198,8,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,199,8,0,COLLECT_FERTILIZER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,200,8,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,201,8,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,202,8,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,203,8,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,204,8,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,205,8,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,206,8,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,207,8,0,BUILD_PASTURE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,208,8,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,209,8,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,210,8,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,211,8,0,PLANT,STRAWBERRY,
10dfbcd2-9a84-11f1-b260-0242ac130203,212,8,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,213,8,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,214,8,0,DIG,,
10dfbcd2-9a84-11f1-b260-0242ac130203,215,8,0,PLANT,STRAWBERRY,
10dfbcd2-9a84-11f1-b260-0242ac130203,216,9,0,WATER,,
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,PICKUP,WHEAT,6
10dfbcd2-9a84-11f1-b260-0242ac130203,218,9,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,219,9,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,220,9,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,221,9,0,HARVEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,222,9,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,223,9,0,PLACE,WOOL,4
10dfbcd2-9a84-11f1-b260-0242ac130203,224,9,0,WEST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,225,9,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,226,9,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,227,9,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,228,9,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,229,9,0,NORTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,230,9,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,231,9,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,232,9,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,233,9,0,FEED,,
10dfbcd2-9a84-11f1-b260-0242ac130203,234,9,0,CARE,,
10dfbcd2-9a84-11f1-b260-0242ac130203,235,9,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,236,9,0,SOUTH,,
10dfbcd2-9a84-11f1-b260-0242ac130203,237,9,0,EAST,,
10dfbcd2-9a84-11f1-b260-0242ac130203,238,9,0,SOUTH,,
